Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,22,422,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,22.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,1,794,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,1.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,2,763,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,3,716,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,3.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,4,643,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,4.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,5,561,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,6,524,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,7,484,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,8,459,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,8.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,9,449,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,10,440,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,11,430,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,11.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,12,424,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,12.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,13,420,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,13.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,14,418,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,14.5,NA,NA,75,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,15,418,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,15.5,NA,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,16,417,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,16.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,17,416,NA,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,17.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,18,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,18.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,19,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,19.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,20,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,20.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,21,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,22,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,22.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,1,746,60.3,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,1.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,2,724,200.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,3,690,133.8,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,3.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,4,636,198,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,4.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,5,582,96.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,5.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,6,545,85.7,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,7,510,124,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,7.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,8,453,123.4,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,8.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,9,429,55,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,10,410,59,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,10.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,11,398,54.9,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,11.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,12,389,66,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,12.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,13,379,51.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,13.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,14,374,68.9,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,14.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,15,372,64.3,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,15.5,NA,NA,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,16,370,57.8,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,16.5,NA,NA,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,17,369,101.4,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,17.5,NA,NA,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,18,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,18.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,19,370,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,19.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,20,368,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,20.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,21,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,22,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,22.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,1,798,232.4,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,1.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,2,753,344.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,3,709,369.1,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,3.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,4,654,410.9,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,4.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,5,581,354.7,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,5.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,6,549,122.5,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,6.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,7,503,180,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,8,463,46.8,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,8.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,9,454,47.2,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,10,439,55.4,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,10.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,11,434,50.9,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,11.5,NA,NA,50,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,12,432,56.1,50,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,12.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,13,431,49.7,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,13.5,NA,NA,75,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,14,429,64.7,90,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,14.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,15,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,15.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,16,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,16.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,17,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,17.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,18,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,18.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,19,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,19.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,20,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,20.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,21,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,21.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,22,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,22.5,NA,NA,NA,dead,1
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,1,803,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,1.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,2,783,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,2.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,3,752,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,3.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,4,708,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,4.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,5,649,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,5.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,6,610,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,6.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,7,562,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,7.5,NA,NA,25,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,8,498,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,8.5,NA,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,9,463,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,9.5,NA,NA,NA,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,10,437,NA,10,alive,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,10.5,NA,NA,10,alive,0
