Date,Time,Conductance,Temperature_C,SpeciesID,SerialNumber,CalNum,LeafSensor_PercentRH,FilterSensor_PercentRH,DateTime
2021-08-27,1551,219.5,26.4,PIED33,LPS3038,2403003,46,21.6,2021-08-27 15:51:00
2021-08-27,1336,96.4,25.9,PIED34,LPS3038,2403003,31.7,14.8,2021-08-27 13:36:00
2021-08-27,1344,189.2,26.2,PIED35,LPS3038,2403003,42.9,19.5,2021-08-27 13:44:00
2021-08-27,1332,122.1,25.7,PIED36,LPS3038,2403003,35.6,16.4,2021-08-27 13:32:00
2021-08-27,1532,112.5,26.3,PIED37,LPS3038,2403003,33.3,14.5,2021-08-27 15:32:00
2021-08-27,1351,149.5,26,PIED38,LPS3038,2403003,39.4,18.4,2021-08-27 13:51:00
2021-08-27,1403,133.7,25.7,PIED39,LPS3038,2403003,35.9,15.4,2021-08-27 14:03:00
2021-08-27,1521,85.9,26.3,PIED40,LPS3038,2403003,29.1,13,2021-08-27 15:21:00
2021-08-27,1347,54.3,26.1,PIED41,LPS3038,2403003,22.2,10.1,2021-08-27 13:47:00
2021-08-27,1529,223.1,26.3,PIED42,LPS3038,2403003,46.1,21.4,2021-08-27 15:29:00
2021-08-27,1357,191.5,25.6,PIED43,LPS3038,2403003,42.3,18.5,2021-08-27 13:57:00
2021-08-27,1540,143.4,26.3,PIED44,LPS3038,2403003,37,15.8,2021-08-27 15:40:00
2021-08-27,1405,84.3,25.7,PIED45,LPS3038,2403003,28.3,12.3,2021-08-27 14:05:00
2021-08-27,1341,176,26.1,PIED46,LPS3038,2403003,42.2,19.6,2021-08-27 13:41:00
2021-08-27,1546,184.7,26.3,PIED47,LPS3038,2403003,43.1,20.2,2021-08-27 15:46:00
2021-08-27,1359,180.6,25.7,PIED48,LPS3038,2403003,43.5,21,2021-08-27 13:59:00
2021-08-27,1549,73.4,26.3,PIED49,LPS3038,2403003,27,12.4,2021-08-27 15:49:00
2021-08-27,1004,140.6,26.2,PIPO01,LPS3038,2403003,38.6,18.3,2021-08-27 10:04:00
2021-08-27,1115,85.4,26,PIPO02,LPS3038,2403003,29.5,13.5,2021-08-27 11:15:00
2021-08-27,1121,66.1,26.1,PIPO03,LPS3038,2403003,25.3,11.6,2021-08-27 11:21:00
2021-08-27,1034,88,26.7,PIPO04,LPS3038,2403003,30.1,14,2021-08-27 10:34:00
2021-08-27,1018,95.5,26.7,PIPO05,LPS3038,2403003,32,15.2,2021-08-27 10:18:00
2021-08-27,1101,73.9,26.9,PIPO06,LPS3038,2403003,27.8,13.3,2021-08-27 11:01:00
2021-08-27,1037,178.2,26.7,PIPO07,LPS3038,2403003,42.4,19.8,2021-08-27 10:37:00
2021-08-27,1217,114.6,26.6,PIPO08,LPS3038,2403003,35,16.5,2021-08-27 12:17:00
2021-08-27,0939,93.6,25.6,PIPO09,LPS3038,2403003,30.9,14.1,2021-08-27 09:39:00
2021-08-27,1042,67.9,26.8,PIPO10,LPS3038,2403003,25.7,11.7,2021-08-27 10:42:00
2021-08-27,1040,214.6,26.7,PIPO11,LPS3038,2403003,45.7,21.5,2021-08-27 10:40:00
2021-08-27,1058,199,26.8,PIPO12,LPS3038,2403003,44.6,21.2,2021-08-27 10:58:00
2021-08-27,1013,50.9,26.7,PIPO13,LPS3038,2403003,21.5,10,2021-08-27 10:13:00
2021-08-27,1222,88.9,27,PIPO14,LPS3038,2403003,30.8,14.7,2021-08-27 12:22:00
2021-08-27,1110,69.8,25.9,PIPO15,LPS3038,2403003,26.2,12,2021-08-27 11:10:00
2021-08-27,1154,169.7,25.9,PIPO16,LPS3038,2403003,41.5,19.3,2021-08-27 11:54:00
2021-08-27,1026,174.7,26.5,PIPO17,LPS3038,2403003,42,19.6,2021-08-27 10:26:00
2021-08-27,1118,111.5,26.2,PIPO18,LPS3038,2403003,34.2,15.8,2021-08-27 11:18:00
2021-08-27,1048,81.3,27,PIPO19,LPS3038,2403003,28.9,13.5,2021-08-27 10:48:00
2021-08-27,1055,98.6,26.9,PIPO20,LPS3038,2403003,32.5,15.5,2021-08-27 10:55:00
2021-08-27,1126,403.3,26.2,PIPO21,LPS3038,2403003,55,25.2,2021-08-27 11:26:00
2021-08-27,1007,67,26.2,PIPO22,LPS3038,2403003,25.6,11.8,2021-08-27 10:07:00
2021-08-27,1212,149.5,26.2,PIPO23,LPS3038,2403003,39.6,18.7,2021-08-27 12:12:00
2021-08-27,0952,263.1,25.8,PIPO24,LPS3038,2403003,48.6,22.3,2021-08-27 09:52:00
2021-08-27,1215,87.6,26.4,PIPO25,LPS3038,2403003,30.5,14.6,2021-08-27 12:15:00
2021-08-27,1129,123.7,26.2,PIPO26,LPS3038,2403003,34.5,14.8,2021-08-27 11:29:00
2021-08-27,1139,134.1,26.4,PIPO27,LPS3038,2403003,37.1,17,2021-08-27 11:39:00
2021-08-27,1021,375.9,26.8,PIPO28,LPS3038,2403003,54.1,25,2021-08-27 10:21:00
2021-08-27,1208,115.8,26.1,PIPO29,LPS3038,2403003,35.4,16.9,2021-08-27 12:08:00
2021-08-27,1149,62.4,25.7,PIPO30,LPS3038,2403003,24.6,11.5,2021-08-27 11:49:00
2021-08-27,1206,134.2,26.1,PIPO31,LPS3038,2403003,37.6,17.6,2021-08-27 12:06:00
2021-08-27,1053,175.1,26.9,PIPO32,LPS3038,2403003,42.4,20,2021-08-27 10:53:00
2021-08-27,1106,86.4,26.2,PIPO33,LPS3038,2403003,29.8,13.8,2021-08-27 11:06:00
2021-08-27,1146,70.7,25.7,PIPO34,LPS3038,2403003,26.3,12,2021-08-27 11:46:00
2021-08-27,1113,125.2,26.1,PIPO35,LPS3038,2403003,35.7,16.2,2021-08-27 11:13:00
2021-08-27,1201,91.4,25.9,PIPO36,LPS3038,2403003,31.2,14.8,2021-08-27 12:01:00
2021-08-27,1203,69.3,26,PIPO37,LPS3038,2403003,26.6,12.6,2021-08-27 12:03:00
2021-08-27,1015,103.3,26.8,PIPO38,LPS3038,2403003,33.1,15.6,2021-08-27 10:15:00
2021-08-27,1132,154.1,26.2,PIPO39,LPS3038,2403003,38.2,16.4,2021-08-27 11:32:00
2021-08-27,1151,147.2,25.8,PIPO40,LPS3038,2403003,38.8,17.8,2021-08-27 11:51:00
2021-08-27,0956,78.3,26,PIPO41,LPS3038,2403003,27.8,12.6,2021-08-27 09:56:00
2021-08-27,1123,100.9,26.3,PIPO42,LPS3038,2403003,32.1,14.5,2021-08-27 11:23:00
2021-08-27,1045,158.8,27,PIPO43,LPS3038,2403003,40.3,18.7,2021-08-27 10:45:00
2021-08-27,1031,170.2,26.7,PIPO44,LPS3038,2403003,41.5,19.3,2021-08-27 10:31:00
2021-08-27,1135,142.5,26.2,PIPO45,LPS3038,2403003,38.5,17.9,2021-08-27 11:35:00
2021-08-27,1158,154.6,25.8,PIPO46,LPS3038,2403003,40,18.7,2021-08-27 11:58:00
2021-08-27,1011,76.2,26.4,PIPO47,LPS3038,2403003,27.9,13.1,2021-08-27 10:11:00
2021-08-27,0958,113.8,26.2,PIPO48,LPS3038,2403003,34.2,15.5,2021-08-27 09:58:00
2021-08-27,1029,58.3,26.4,PIPO49,LPS3038,2403003,23.2,10.6,2021-08-27 10:29:00
2021-08-27,1219,127.9,26.9,PIPO50,LPS3038,2403003,37.1,17.7,2021-08-27 12:19:00
2021-09-03,1414,162,25,PIED01,LPS3038,2403704,44.2,20.5,2021-09-03 14:14:00
2021-09-03,1341,204,25.2,PIED02,LPS3038,2403704,47.3,21.1,2021-09-03 13:41:00
2021-09-03,1338,200.1,25,PIED03,LPS3038,2403704,47.3,21.5,2021-09-03 13:38:00
2021-09-03,1436,344.1,25.2,PIED04,LPS3038,2403704,56.2,26.3,2021-09-03 14:36:00
2021-09-03,1351,155.4,25.3,PIED05,LPS3038,2403704,43.2,19.7,2021-09-03 13:51:00
2021-09-03,1144,228.9,25.2,PIED06,LPS3038,2403704,49.8,22.9,2021-09-03 11:44:00
2021-09-03,1207,137.1,25.1,PIED07,LPS3038,2403704,40.8,18.4,2021-09-03 12:07:00
2021-09-03,1134,135.1,24.6,PIED08,LPS3038,2403704,41,18.8,2021-09-03 11:34:00
2021-09-03,1249,92.4,23.8,PIED09,LPS3038,2403704,34.4,15.7,2021-09-03 12:49:00
2021-09-03,1358,220.3,25.3,PIED10,LPS3038,2403704,49.1,22.5,2021-09-03 13:58:00
2021-09-03,1311,123.1,25,PIED11,LPS3038,2403704,39.3,17.9,2021-09-03 13:11:00
2021-09-03,1349,277.9,25.2,PIED12,LPS3038,2403704,53,24.6,2021-09-03 13:49:00
2021-09-03,1336,161,24.8,PIED13,LPS3038,2403704,44,20.2,2021-09-03 13:36:00
2021-09-03,1324,253,24.6,PIED14,LPS3038,2403704,51.4,23.7,2021-09-03 13:24:00
2021-09-03,1130,391.3,24.5,PIED15,LPS3038,2403704,57.8,26.7,2021-09-03 11:30:00
2021-09-03,1320,331.1,24.3,PIED16,LPS3038,2403704,55.5,25.8,2021-09-03 13:20:00
2021-09-03,1139,132.1,25,PIED17,LPS3038,2403704,40.5,18.5,2021-09-03 11:39:00
2021-09-03,1346,245.1,25.2,PIED18,LPS3038,2403704,51,23.6,2021-09-03 13:46:00
2021-09-03,1424,227.3,24.9,PIED19,LPS3038,2403704,49.2,22.2,2021-09-03 14:24:00
2021-09-03,1445,222.7,25.3,PIED20,LPS3038,2403704,49.6,23.1,2021-09-03 14:45:00
2021-09-03,1407,120.4,25.3,PIED21,LPS3038,2403704,38.7,17.5,2021-09-03 14:07:00
2021-09-03,1136,217,24.8,PIED22,LPS3038,2403704,49.4,23.2,2021-09-03 11:36:00
2021-09-03,1401,231.4,25.2,PIED23,LPS3038,2403704,49.8,22.7,2021-09-03 14:01:00
2021-09-03,1417,207.5,24.9,PIED24,LPS3038,2403704,48,21.9,2021-09-03 14:17:00
2021-09-03,1309,87.6,25,PIED25,LPS3038,2403704,32.9,14.6,2021-09-03 13:09:00
2021-09-03,1440,179,25.2,PIED26,LPS3038,2403704,46.1,21.5,2021-09-03 14:40:00
2021-09-03,1159,114.6,25.2,PIED27,LPS3038,2403704,37.8,17.1,2021-09-03 11:59:00
2021-09-03,1210,237.8,25,PIED28,LPS3038,2403704,50.6,23.6,2021-09-03 12:10:00
2021-09-03,1344,330.1,25.2,PIED29,LPS3038,2403704,55.4,25.7,2021-09-03 13:44:00
2021-09-03,1202,183.1,25.2,PIED30,LPS3038,2403704,46,21,2021-09-03 12:02:00
2021-09-03,1353,109.2,25.4,PIED31,LPS3038,2403704,37.3,17.1,2021-09-03 13:53:00
2021-09-03,1322,210.2,24.4,PIED32,LPS3038,2403704,48.6,22.5,2021-09-03 13:22:00
2021-09-03,1405,218.9,25.3,PIED33,LPS3038,2403704,49,22.5,2021-09-03 14:05:00
2021-09-03,1204,106.4,25.2,PIED34,LPS3038,2403704,36.6,16.5,2021-09-03 12:04:00
2021-09-03,1252,188,24,PIED35,LPS3038,2403704,46.9,21.9,2021-09-03 12:52:00
2021-09-03,1141,372.8,25.1,PIED36,LPS3038,2403704,57,26.3,2021-09-03 11:41:00
2021-09-03,1450,177,25.4,PIED37,LPS3038,2403704,44.9,20,2021-09-03 14:50:00
2021-09-03,1302,181.3,24.6,PIED38,LPS3038,2403704,46.3,21.5,2021-09-03 13:02:00
2021-09-03,1254,98.9,24.2,PIED39,LPS3038,2403704,35.6,16.4,2021-09-03 12:54:00
2021-09-03,1421,383.6,24.9,PIED40,LPS3038,2403704,57.4,26.5,2021-09-03 14:21:00
2021-09-03,1329,73.8,25,PIED41,LPS3038,2403704,30.4,13.8,2021-09-03 13:29:00
2021-09-03,1432,277.6,25.3,PIED42,LPS3038,2403704,52.3,23.6,2021-09-03 14:32:00
2021-09-03,1259,218.6,24.4,PIED43,LPS3038,2403704,49,22.4,2021-09-03 12:59:00
2021-09-03,1426,172,24.9,PIED44,LPS3038,2403704,44.9,20.4,2021-09-03 14:26:00
2021-09-03,1153,105.8,25.3,PIED45,LPS3038,2403704,36.3,16.3,2021-09-03 11:53:00
2021-09-03,1306,110.5,24.8,PIED46,LPS3038,2403704,37.6,17.3,2021-09-03 13:06:00
2021-09-03,1442,180.2,25.2,PIED47,LPS3038,2403704,45.8,21,2021-09-03 14:42:00
2021-09-03,1156,254.7,25.3,PIED48,LPS3038,2403704,51,23.1,2021-09-03 11:56:00
2021-09-03,1430,207.9,25.1,PIED49,LPS3038,2403704,48.1,21.9,2021-09-03 14:30:00
2021-09-03,0851,218.4,24.1,PIPO01,LPS3038,2403704,48.6,21.8,2021-09-03 08:51:00
2021-09-03,0857,105.5,24.3,PIPO02,LPS3038,2403704,36.3,16.3,2021-09-03 08:57:00
2021-09-03,1017,70.3,24.9,PIPO03,LPS3038,2403704,29.3,13.1,2021-09-03 10:17:00
2021-09-03,0913,205.3,24.8,PIPO04,LPS3038,2403704,47.8,21.7,2021-09-03 09:13:00
2021-09-03,0924,54.7,24.9,PIPO05,LPS3038,2403704,25.2,11.2,2021-09-03 09:24:00
2021-09-03,0937,75.7,24.8,PIPO06,LPS3038,2403704,30.7,13.8,2021-09-03 09:37:00
2021-09-03,0945,158.9,25,PIPO07,LPS3038,2403704,43.4,19.7,2021-09-03 09:45:00
2021-09-03,1040,225.4,24.9,PIPO08,LPS3038,2403704,49.2,22.3,2021-09-03 10:40:00
2021-09-03,1020,116.7,25,PIPO09,LPS3038,2403704,37.8,16.7,2021-09-03 10:20:00
2021-09-03,0926,90.9,24.9,PIPO10,LPS3038,2403704,34,15.5,2021-09-03 09:26:00
2021-09-03,1001,95.6,25.4,PIPO11,LPS3038,2403704,34.8,15.8,2021-09-03 10:01:00
2021-09-03,0916,225.3,24.9,PIPO12,LPS3038,2403704,48.9,21.9,2021-09-03 09:16:00
2021-09-03,0956,71.1,25.2,PIPO13,LPS3038,2403704,29.6,13.4,2021-09-03 09:56:00
2021-09-03,1034,162.7,25.1,PIPO14,LPS3038,2403704,43.6,19.4,2021-09-03 10:34:00
2021-09-03,0849,111.1,24,PIPO15,LPS3038,2403704,37.3,16.8,2021-09-03 08:49:00
2021-09-03,0933,253.2,24.9,PIPO16,LPS3038,2403704,51.4,23.8,2021-09-03 09:33:00
2021-09-03,1056,93.4,25.3,PIPO17,LPS3038,2403704,34.1,15.2,2021-09-03 10:56:00
2021-09-03,0900,118.1,24.4,PIPO18,LPS3038,2403704,38.5,17.5,2021-09-03 09:00:00
2021-09-03,1111,177.1,25.6,PIPO19,LPS3038,2403704,45.1,20.3,2021-09-03 11:11:00
2021-09-03,1046,108.8,25,PIPO20,LPS3038,2403704,37.1,16.9,2021-09-03 10:46:00
2021-09-03,1029,440.9,24.9,PIPO21,LPS3038,2403704,58.8,26.5,2021-09-03 10:29:00
2021-09-03,0954,68.1,25.2,PIPO22,LPS3038,2403704,29,13.1,2021-09-03 09:54:00
2021-09-03,1118,178.4,25.7,PIPO23,LPS3038,2403704,45,20,2021-09-03 11:18:00
2021-09-03,1011,303.8,25.1,PIPO24,LPS3038,2403704,53.8,24.5,2021-09-03 10:11:00
2021-09-03,1026,119.9,24.9,PIPO25,LPS3038,2403704,38.5,17.3,2021-09-03 10:26:00
2021-09-03,1032,117.5,25,PIPO26,LPS3038,2403704,38.5,17.6,2021-09-03 10:32:00
2021-09-03,0951,207.1,25.1,PIPO27,LPS3038,2403704,48,21.9,2021-09-03 09:51:00
2021-09-03,0929,293.1,24.9,PIPO28,LPS3038,2403704,53.4,24.3,2021-09-03 09:29:00
2021-09-03,0919,103.5,24.9,PIPO29,LPS3038,2403704,36,16.2,2021-09-03 09:19:00
2021-09-03,1115,109.6,25.6,PIPO30,LPS3038,2403704,36.8,16.4,2021-09-03 11:15:00
2021-09-03,1051,114.9,25.2,PIPO31,LPS3038,2403704,37.8,17.1,2021-09-03 10:51:00
2021-09-03,1102,198.8,25.5,PIPO32,LPS3038,2403704,47.1,21.2,2021-09-03 11:02:00
2021-09-03,1043,94.1,24.9,PIPO33,LPS3038,2403704,34.3,15.3,2021-09-03 10:43:00
2021-09-03,0903,133.7,24.5,PIPO34,LPS3038,2403704,40.2,17.8,2021-09-03 09:03:00
2021-09-03,0855,184.7,24.3,PIPO35,LPS3038,2403704,46.2,21.1,2021-09-03 08:55:00
2021-09-03,0908,88.9,24.6,PIPO36,LPS3038,2403704,33.3,14.9,2021-09-03 09:08:00
2021-09-03,1049,97.3,25.1,PIPO37,LPS3038,2403704,34.7,15.4,2021-09-03 10:49:00
2021-09-03,1003,93.4,25.4,PIPO38,LPS3038,2403704,33.9,15,2021-09-03 10:03:00
2021-09-03,1054,129.1,25.2,PIPO39,LPS3038,2403704,39.8,17.9,2021-09-03 10:54:00
2021-09-03,1109,194.9,25.5,PIPO40,LPS3038,2403704,46.6,20.8,2021-09-03 11:09:00
2021-09-03,1023,115,25,PIPO41,LPS3038,2403704,37.5,16.6,2021-09-03 10:23:00
2021-09-03,1106,187.9,25.5,PIPO42,LPS3038,2403704,46.2,20.9,2021-09-03 11:06:00
2021-09-03,1104,179.5,25.5,PIPO43,LPS3038,2403704,45.4,20.4,2021-09-03 11:04:00
2021-09-03,0910,196.2,24.7,PIPO44,LPS3038,2403704,46.7,20.9,2021-09-03 09:10:00
2021-09-03,0942,143.4,24.8,PIPO45,LPS3038,2403704,42.2,19.5,2021-09-03 09:42:00
2021-09-03,0958,122.5,25.3,PIPO46,LPS3038,2403704,38.6,17.1,2021-09-03 09:58:00
2021-09-03,0948,146.2,25.1,PIPO47,LPS3038,2403704,42.5,19.7,2021-09-03 09:48:00
2021-09-03,1014,200.9,25.1,PIPO48,LPS3038,2403704,47.3,21.4,2021-09-03 10:14:00
2021-09-03,1058,69.5,25.4,PIPO49,LPS3038,2403704,29.1,13.1,2021-09-03 10:58:00
2021-09-03,1113,217.3,25.6,PIPO50,LPS3038,2403704,48.1,21.3,2021-09-03 11:13:00
2021-09-10,1710,229.3,25.8,PIED01,LPS3038,2503002,46.1,20.9,2021-09-10 17:10:00
2021-09-10,1046,133.8,25.5,PIED03,LPS3038,2503002,36.7,16.5,2021-09-10 10:46:00
2021-09-10,1155,369.1,24.7,PIED04,LPS3038,2503002,53.3,23.9,2021-09-10 11:55:00
2021-09-10,1205,175.3,25,PIED06,LPS3038,2503002,41.2,18.3,2021-09-10 12:05:00
2021-09-10,1054,128.1,25.4,PIED07,LPS3038,2503002,35.9,16,2021-09-10 10:54:00
2021-09-10,1158,249.8,24.8,PIED10,LPS3038,2503002,47.2,21,2021-09-10 11:58:00
2021-09-10,1107,262.8,25.2,PIED12,LPS3038,2503002,48.2,21.7,2021-09-10 11:07:00
2021-09-10,1138,196.6,24.4,PIED13,LPS3038,2503002,43.5,19.6,2021-09-10 11:38:00
2021-09-10,1714,127.6,26,PIED15,LPS3038,2503002,36.4,16.7,2021-09-10 17:14:00
2021-09-10,1131,342,24.4,PIED16,LPS3038,2503002,52.1,23.2,2021-09-10 11:31:00
2021-09-10,1712,102.8,25.9,PIED17,LPS3038,2503002,32.1,14.4,2021-09-10 17:12:00
2021-09-10,1035,248.9,25.8,PIED22,LPS3038,2503002,47.2,21.3,2021-09-10 10:35:00
2021-09-10,1152,293.1,24.7,PIED23,LPS3038,2503002,49.9,22.4,2021-09-10 11:52:00
2021-09-10,1101,209.7,25.2,PIED28,LPS3038,2503002,44.2,19.6,2021-09-10 11:01:00
2021-09-10,1208,253.7,25.2,PIED30,LPS3038,2503002,47.4,21.1,2021-09-10 12:08:00
2021-09-10,1141,149,24.5,PIED31,LPS3038,2503002,38.7,17.4,2021-09-10 11:41:00
2021-09-10,1041,183.4,25.7,PIED32,LPS3038,2503002,42.1,18.8,2021-09-10 10:41:00
2021-09-10,1110,227.3,25.2,PIED33,LPS3038,2503002,45.7,20.4,2021-09-10 11:10:00
2021-09-10,1051,134.6,25.4,PIED34,LPS3038,2503002,36.8,16.5,2021-09-10 10:51:00
2021-09-10,1202,288.8,24.9,PIED35,LPS3038,2503002,49.4,21.9,2021-09-10 12:02:00
2021-09-10,1706,309.1,25.7,PIED36,LPS3038,2503002,51.1,23.5,2021-09-10 17:06:00
2021-09-10,1058,190.4,25.3,PIED38,LPS3038,2503002,42.6,19,2021-09-10 10:58:00
2021-09-10,1104,99.1,25.2,PIED39,LPS3038,2503002,31.6,14.2,2021-09-10 11:04:00
2021-09-10,1148,177.9,24.6,PIED43,LPS3038,2503002,41.8,18.9,2021-09-10 11:48:00
2021-09-10,1038,223.2,25.8,PIED46,LPS3038,2503002,45.4,20.4,2021-09-10 10:38:00
2021-09-10,1144,339.7,24.6,PIED48,LPS3038,2503002,52,23.2,2021-09-10 11:44:00
2021-09-10,1716,94.8,26,PIED49,LPS3038,2503002,31.1,14.2,2021-09-10 17:16:00
2021-09-10,1702,244.3,25.6,PIPO01,LPS3038,2503002,47.5,21.9,2021-09-10 17:02:00
2021-09-10,1252,110.5,25.4,PIPO02,LPS3038,2503002,31.6,12.6,2021-09-10 12:52:00
2021-09-10,1307,282.4,25.4,PIPO04,LPS3038,2503002,49,21.7,2021-09-10 13:07:00
2021-09-10,1302,99.6,25.4,PIPO05,LPS3038,2503002,31.7,14.3,2021-09-10 13:02:00
2021-09-10,1227,247.4,25.4,PIPO08,LPS3038,2503002,47,21,2021-09-10 12:27:00
2021-09-10,1300,79.8,25.3,PIPO11,LPS3038,2503002,27.7,12.2,2021-09-10 13:00:00
2021-09-10,1257,141.6,25.3,PIPO12,LPS3038,2503002,37.4,16.5,2021-09-10 12:57:00
2021-09-10,1704,74.6,25.7,PIPO15,LPS3038,2503002,26.7,11.9,2021-09-10 17:04:00
2021-09-10,1310,158.7,25.4,PIPO17,LPS3038,2503002,39.4,17.4,2021-09-10 13:10:00
2021-09-10,1658,158,25.4,PIPO18,LPS3038,2503002,39.5,17.7,2021-09-10 16:58:00
2021-09-10,1231,160.7,25.4,PIPO19,LPS3038,2503002,39.6,17.4,2021-09-10 12:31:00
2021-09-10,1238,140.5,25.4,PIPO20,LPS3038,2503002,37.3,16.5,2021-09-10 12:38:00
2021-09-10,1234,217.1,25.4,PIPO21,LPS3038,2503002,45.1,20.3,2021-09-10 12:34:00
2021-09-10,1246,101.1,25.5,PIPO25,LPS3038,2503002,31.7,14,2021-09-10 12:46:00
2021-09-10,1313,148.9,25.4,PIPO26,LPS3038,2503002,38.2,16.8,2021-09-10 13:13:00
2021-09-10,1318,270.1,25.4,PIPO28,LPS3038,2503002,48.2,21.2,2021-09-10 13:18:00
2021-09-10,1243,190.8,25.5,PIPO30,LPS3038,2503002,42.9,19.3,2021-09-10 12:43:00
2021-09-10,1240,113.3,25.4,PIPO31,LPS3038,2503002,33.8,15.1,2021-09-10 12:40:00
2021-09-10,1223,104.2,25.3,PIPO33,LPS3038,2503002,32.2,14.3,2021-09-10 12:23:00
2021-09-10,1700,168.6,25.5,PIPO35,LPS3038,2503002,41.1,18.8,2021-09-10 17:00:00
2021-09-10,1316,118.7,25.4,PIPO38,LPS3038,2503002,34.5,15.3,2021-09-10 13:16:00
2021-09-10,1321,126.4,25.4,PIPO39,LPS3038,2503002,35.3,15.5,2021-09-10 13:21:00
2021-09-10,1220,215,25.2,PIPO40,LPS3038,2503002,44.9,20.2,2021-09-10 12:20:00
2021-09-10,1214,208.4,25.2,PIPO41,LPS3038,2503002,44.3,19.9,2021-09-10 12:14:00
2021-09-10,1305,205.8,25.4,PIPO46,LPS3038,2503002,43.7,19.2,2021-09-10 13:05:00
2021-09-10,1217,304.7,25.2,PIPO50,LPS3038,2503002,50.2,22.2,2021-09-10 12:17:00
2021-09-10,1438,218.3,25.5,PSME03,LPS3038,2503002,45.3,20.6,2021-09-10 14:38:00
2021-09-10,1435,71.3,25.3,PSME04,LPS3038,2503002,26.1,11.7,2021-09-10 14:35:00
2021-09-10,1432,116.3,25.1,PSME05,LPS3038,2503002,34.3,15.3,2021-09-10 14:32:00
2021-09-10,1355,52.9,24.9,PSME06,LPS3038,2503002,21,9,2021-09-10 13:55:00
2021-09-10,1453,242.8,26.1,PSME07,LPS3038,2503002,47,21.4,2021-09-10 14:53:00
2021-09-10,1449,247.1,26.2,PSME08,LPS3038,2503002,47.1,21.2,2021-09-10 14:49:00
2021-09-10,1400,80.4,25.1,PSME09,LPS3038,2503002,28.4,13,2021-09-10 14:00:00
