SerialNumber,CalNum,DateTime,Date,Time,Week,Species,SpeciesID,Conductance,Temperature_C,LeafSensor_PercentRH,FilterSensor_PercentRH
LPS3038,2403003,8/27/2021 11:23,8/27/2021,1123,1,PIPO,PIPO42,100.9,26.3,32.1,14.5
LPS3038,2403003,8/27/2021 10:45,8/27/2021,1045,1,PIPO,PIPO43,158.8,27,40.3,18.7
LPS3038,2403003,8/27/2021 10:31,8/27/2021,1031,1,PIPO,PIPO44,170.2,26.7,41.5,19.3
LPS3038,2403003,8/27/2021 11:35,8/27/2021,1135,1,PIPO,PIPO45,142.5,26.2,38.5,17.9
LPS3038,2403003,8/27/2021 11:58,8/27/2021,1158,1,PIPO,PIPO46,154.6,25.8,40,18.7
LPS3038,2403003,8/27/2021 10:11,8/27/2021,1011,1,PIPO,PIPO47,76.2,26.4,27.9,13.1
LPS3038,2403003,8/27/2021 9:58,8/27/2021,958,1,PIPO,PIPO48,113.8,26.2,34.2,15.5
LPS3038,2403003,8/27/2021 10:29,8/27/2021,1029,1,PIPO,PIPO49,58.3,26.4,23.2,10.6
LPS3038,2403003,8/27/2021 12:19,8/27/2021,1219,1,PIPO,PIPO50,127.9,26.9,37.1,17.7
LPS3038,2403704,9/3/2021 14:14,9/3/2021,1414,2,PIED,PIED01,162,25,44.2,20.5
LPS3038,2403704,9/3/2021 13:41,9/3/2021,1341,2,PIED,PIED02,204,25.2,47.3,21.1
LPS3038,2403704,9/3/2021 13:38,9/3/2021,1338,2,PIED,PIED03,200.1,25,47.3,21.5
LPS3038,2403704,9/3/2021 14:36,9/3/2021,1436,2,PIED,PIED04,344.1,25.2,56.2,26.3
LPS3038,2403704,9/3/2021 13:51,9/3/2021,1351,2,PIED,PIED05,155.4,25.3,43.2,19.7
LPS3038,2403704,9/3/2021 11:44,9/3/2021,1144,2,PIED,PIED06,228.9,25.2,49.8,22.9
LPS3038,2403704,9/3/2021 12:07,9/3/2021,1207,2,PIED,PIED07,137.1,25.1,40.8,18.4
LPS3038,2403704,9/3/2021 11:34,9/3/2021,1134,2,PIED,PIED08,135.1,24.6,41,18.8
LPS3038,2403704,9/3/2021 12:49,9/3/2021,1249,2,PIED,PIED09,92.4,23.8,34.4,15.7
LPS3038,2403704,9/3/2021 13:58,9/3/2021,1358,2,PIED,PIED10,220.3,25.3,49.1,22.5
LPS3038,2403704,9/3/2021 13:11,9/3/2021,1311,2,PIED,PIED11,123.1,25,39.3,17.9
LPS3038,2403704,9/3/2021 13:49,9/3/2021,1349,2,PIED,PIED12,277.9,25.2,53,24.6
LPS3038,2403704,9/3/2021 13:36,9/3/2021,1336,2,PIED,PIED13,161,24.8,44,20.2
LPS3038,2403704,9/3/2021 13:24,9/3/2021,1324,2,PIED,PIED14,253,24.6,51.4,23.7
LPS3038,2403704,9/3/2021 11:30,9/3/2021,1130,2,PIED,PIED15,391.3,24.5,57.8,26.7
LPS3038,2403704,9/3/2021 13:20,9/3/2021,1320,2,PIED,PIED16,331.1,24.3,55.5,25.8
LPS3038,2403704,9/3/2021 11:39,9/3/2021,1139,2,PIED,PIED17,132.1,25,40.5,18.5
LPS3038,2403704,9/3/2021 13:46,9/3/2021,1346,2,PIED,PIED18,245.1,25.2,51,23.6
LPS3038,2403704,9/3/2021 14:24,9/3/2021,1424,2,PIED,PIED19,227.3,24.9,49.2,22.2
LPS3038,2403704,9/3/2021 14:45,9/3/2021,1445,2,PIED,PIED20,222.7,25.3,49.6,23.1
LPS3038,2403704,9/3/2021 14:07,9/3/2021,1407,2,PIED,PIED21,120.4,25.3,38.7,17.5
LPS3038,2403704,9/3/2021 11:36,9/3/2021,1136,2,PIED,PIED22,217,24.8,49.4,23.2
LPS3038,2403704,9/3/2021 14:01,9/3/2021,1401,2,PIED,PIED23,231.4,25.2,49.8,22.7
LPS3038,2403704,9/3/2021 14:17,9/3/2021,1417,2,PIED,PIED24,207.5,24.9,48,21.9
LPS3038,2403704,9/3/2021 13:09,9/3/2021,1309,2,PIED,PIED25,87.6,25,32.9,14.6
LPS3038,2403704,9/3/2021 14:40,9/3/2021,1440,2,PIED,PIED26,179,25.2,46.1,21.5
LPS3038,2403704,9/3/2021 11:59,9/3/2021,1159,2,PIED,PIED27,114.6,25.2,37.8,17.1
LPS3038,2403704,9/3/2021 12:10,9/3/2021,1210,2,PIED,PIED28,237.8,25,50.6,23.6
LPS3038,2403704,9/3/2021 13:44,9/3/2021,1344,2,PIED,PIED29,330.1,25.2,55.4,25.7
LPS3038,2403704,9/3/2021 12:02,9/3/2021,1202,2,PIED,PIED30,183.1,25.2,46,21
LPS3038,2403704,9/3/2021 13:53,9/3/2021,1353,2,PIED,PIED31,109.2,25.4,37.3,17.1
LPS3038,2403704,9/3/2021 13:22,9/3/2021,1322,2,PIED,PIED32,210.2,24.4,48.6,22.5
LPS3038,2403704,9/3/2021 14:05,9/3/2021,1405,2,PIED,PIED33,218.9,25.3,49,22.5
LPS3038,2403704,9/3/2021 12:04,9/3/2021,1204,2,PIED,PIED34,106.4,25.2,36.6,16.5
LPS3038,2403704,9/3/2021 12:52,9/3/2021,1252,2,PIED,PIED35,188,24,46.9,21.9
LPS3038,2403704,9/3/2021 11:41,9/3/2021,1141,2,PIED,PIED36,372.8,25.1,57,26.3
LPS3038,2403704,9/3/2021 14:50,9/3/2021,1450,2,PIED,PIED37,177,25.4,44.9,20
LPS3038,2403704,9/3/2021 13:02,9/3/2021,1302,2,PIED,PIED38,181.3,24.6,46.3,21.5
LPS3038,2403704,9/3/2021 12:54,9/3/2021,1254,2,PIED,PIED39,98.9,24.2,35.6,16.4
LPS3038,2403704,9/3/2021 14:21,9/3/2021,1421,2,PIED,PIED40,383.6,24.9,57.4,26.5
LPS3038,2403704,9/3/2021 13:29,9/3/2021,1329,2,PIED,PIED41,73.8,25,30.4,13.8
LPS3038,2403704,9/3/2021 14:32,9/3/2021,1432,2,PIED,PIED42,277.6,25.3,52.3,23.6
LPS3038,2403704,9/3/2021 12:59,9/3/2021,1259,2,PIED,PIED43,218.6,24.4,49,22.4
LPS3038,2403704,9/3/2021 14:26,9/3/2021,1426,2,PIED,PIED44,172,24.9,44.9,20.4
LPS3038,2403704,9/3/2021 11:53,9/3/2021,1153,2,PIED,PIED45,105.8,25.3,36.3,16.3
LPS3038,2403704,9/3/2021 13:06,9/3/2021,1306,2,PIED,PIED46,110.5,24.8,37.6,17.3
LPS3038,2403704,9/3/2021 14:42,9/3/2021,1442,2,PIED,PIED47,180.2,25.2,45.8,21
LPS3038,2403704,9/3/2021 11:56,9/3/2021,1156,2,PIED,PIED48,254.7,25.3,51,23.1
LPS3038,2403704,9/3/2021 14:30,9/3/2021,1430,2,PIED,PIED49,207.9,25.1,48.1,21.9
LPS3038,2403704,9/3/2021 8:51,9/3/2021,851,2,PIPO,PIPO01,218.4,24.1,48.6,21.8
LPS3038,2403704,9/3/2021 8:57,9/3/2021,857,2,PIPO,PIPO02,105.5,24.3,36.3,16.3
LPS3038,2403704,9/3/2021 10:17,9/3/2021,1017,2,PIPO,PIPO03,70.3,24.9,29.3,13.1
LPS3038,2403704,9/3/2021 9:13,9/3/2021,913,2,PIPO,PIPO04,205.3,24.8,47.8,21.7
LPS3038,2403704,9/3/2021 9:24,9/3/2021,924,2,PIPO,PIPO05,54.7,24.9,25.2,11.2
LPS3038,2403704,9/3/2021 9:37,9/3/2021,937,2,PIPO,PIPO06,75.7,24.8,30.7,13.8
LPS3038,2403704,9/3/2021 9:45,9/3/2021,945,2,PIPO,PIPO07,158.9,25,43.4,19.7
LPS3038,2403704,9/3/2021 10:40,9/3/2021,1040,2,PIPO,PIPO08,225.4,24.9,49.2,22.3
LPS3038,2403704,9/3/2021 10:20,9/3/2021,1020,2,PIPO,PIPO09,116.7,25,37.8,16.7
LPS3038,2403704,9/3/2021 9:26,9/3/2021,926,2,PIPO,PIPO10,90.9,24.9,34,15.5
LPS3038,2403704,9/3/2021 10:01,9/3/2021,1001,2,PIPO,PIPO11,95.6,25.4,34.8,15.8
LPS3038,2403704,9/3/2021 9:16,9/3/2021,916,2,PIPO,PIPO12,225.3,24.9,48.9,21.9
LPS3038,2403704,9/3/2021 9:56,9/3/2021,956,2,PIPO,PIPO13,71.1,25.2,29.6,13.4
LPS3038,2403704,9/3/2021 10:34,9/3/2021,1034,2,PIPO,PIPO14,162.7,25.1,43.6,19.4
LPS3038,2403704,9/3/2021 8:49,9/3/2021,849,2,PIPO,PIPO15,111.1,24,37.3,16.8
LPS3038,2403704,9/3/2021 9:33,9/3/2021,933,2,PIPO,PIPO16,253.2,24.9,51.4,23.8
LPS3038,2403704,9/3/2021 10:56,9/3/2021,1056,2,PIPO,PIPO17,93.4,25.3,34.1,15.2
LPS3038,2403704,9/3/2021 9:00,9/3/2021,900,2,PIPO,PIPO18,118.1,24.4,38.5,17.5
LPS3038,2403704,9/3/2021 11:11,9/3/2021,1111,2,PIPO,PIPO19,177.1,25.6,45.1,20.3
LPS3038,2403704,9/3/2021 10:46,9/3/2021,1046,2,PIPO,PIPO20,108.8,25,37.1,16.9
LPS3038,2403704,9/3/2021 10:29,9/3/2021,1029,2,PIPO,PIPO21,440.9,24.9,58.8,26.5
LPS3038,2403704,9/3/2021 9:54,9/3/2021,954,2,PIPO,PIPO22,68.1,25.2,29,13.1
LPS3038,2403704,9/3/2021 11:18,9/3/2021,1118,2,PIPO,PIPO23,178.4,25.7,45,20
LPS3038,2403704,9/3/2021 10:11,9/3/2021,1011,2,PIPO,PIPO24,303.8,25.1,53.8,24.5
LPS3038,2403704,9/3/2021 10:26,9/3/2021,1026,2,PIPO,PIPO25,119.9,24.9,38.5,17.3
LPS3038,2403704,9/3/2021 10:32,9/3/2021,1032,2,PIPO,PIPO26,117.5,25,38.5,17.6
LPS3038,2403704,9/3/2021 9:51,9/3/2021,951,2,PIPO,PIPO27,207.1,25.1,48,21.9
LPS3038,2403704,9/3/2021 9:29,9/3/2021,929,2,PIPO,PIPO28,293.1,24.9,53.4,24.3
LPS3038,2403704,9/3/2021 9:19,9/3/2021,919,2,PIPO,PIPO29,103.5,24.9,36,16.2
LPS3038,2403704,9/3/2021 11:15,9/3/2021,1115,2,PIPO,PIPO30,109.6,25.6,36.8,16.4
LPS3038,2403704,9/3/2021 10:51,9/3/2021,1051,2,PIPO,PIPO31,114.9,25.2,37.8,17.1
LPS3038,2403704,9/3/2021 11:02,9/3/2021,1102,2,PIPO,PIPO32,198.8,25.5,47.1,21.2
LPS3038,2403704,9/3/2021 10:43,9/3/2021,1043,2,PIPO,PIPO33,94.1,24.9,34.3,15.3
LPS3038,2403704,9/3/2021 9:03,9/3/2021,903,2,PIPO,PIPO34,133.7,24.5,40.2,17.8
LPS3038,2403704,9/3/2021 8:55,9/3/2021,855,2,PIPO,PIPO35,184.7,24.3,46.2,21.1
LPS3038,2403704,9/3/2021 9:08,9/3/2021,908,2,PIPO,PIPO36,88.9,24.6,33.3,14.9
LPS3038,2403704,9/3/2021 10:49,9/3/2021,1049,2,PIPO,PIPO37,97.3,25.1,34.7,15.4
LPS3038,2403704,9/3/2021 10:03,9/3/2021,1003,2,PIPO,PIPO38,93.4,25.4,33.9,15
LPS3038,2403704,9/3/2021 10:54,9/3/2021,1054,2,PIPO,PIPO39,129.1,25.2,39.8,17.9
LPS3038,2403704,9/3/2021 11:09,9/3/2021,1109,2,PIPO,PIPO40,194.9,25.5,46.6,20.8
LPS3038,2403704,9/3/2021 10:23,9/3/2021,1023,2,PIPO,PIPO41,115,25,37.5,16.6
LPS3038,2403704,9/3/2021 11:06,9/3/2021,1106,2,PIPO,PIPO42,187.9,25.5,46.2,20.9
LPS3038,2403704,9/3/2021 11:04,9/3/2021,1104,2,PIPO,PIPO43,179.5,25.5,45.4,20.4
LPS3038,2403704,9/3/2021 9:10,9/3/2021,910,2,PIPO,PIPO44,196.2,24.7,46.7,20.9
LPS3038,2403704,9/3/2021 9:42,9/3/2021,942,2,PIPO,PIPO45,143.4,24.8,42.2,19.5
LPS3038,2403704,9/3/2021 9:58,9/3/2021,958,2,PIPO,PIPO46,122.5,25.3,38.6,17.1
LPS3038,2403704,9/3/2021 9:48,9/3/2021,948,2,PIPO,PIPO47,146.2,25.1,42.5,19.7
LPS3038,2403704,9/3/2021 10:14,9/3/2021,1014,2,PIPO,PIPO48,200.9,25.1,47.3,21.4
LPS3038,2403704,9/3/2021 10:58,9/3/2021,1058,2,PIPO,PIPO49,69.5,25.4,29.1,13.1
LPS3038,2403704,9/3/2021 11:13,9/3/2021,1113,2,PIPO,PIPO50,217.3,25.6,48.1,21.3
LPS3038,2503002,9/10/2021 17:10,9/10/2021,1710,3,PIED,PIED01,229.3,25.8,46.1,20.9
LPS3038,2503002,9/10/2021 10:46,9/10/2021,1046,3,PIED,PIED03,133.8,25.5,36.7,16.5
LPS3038,2503002,9/10/2021 11:55,9/10/2021,1155,3,PIED,PIED04,369.1,24.7,53.3,23.9
LPS3038,2503002,9/10/2021 12:05,9/10/2021,1205,3,PIED,PIED06,175.3,25,41.2,18.3
LPS3038,2503002,9/10/2021 10:54,9/10/2021,1054,3,PIED,PIED07,128.1,25.4,35.9,16
LPS3038,2503002,9/10/2021 11:58,9/10/2021,1158,3,PIED,PIED10,249.8,24.8,47.2,21
LPS3038,2503002,9/10/2021 11:07,9/10/2021,1107,3,PIED,PIED12,262.8,25.2,48.2,21.7
LPS3038,2503002,9/10/2021 11:38,9/10/2021,1138,3,PIED,PIED13,196.6,24.4,43.5,19.6
LPS3038,2503002,9/10/2021 17:14,9/10/2021,1714,3,PIED,PIED15,127.6,26,36.4,16.7
LPS3038,2503002,9/10/2021 11:31,9/10/2021,1131,3,PIED,PIED16,342,24.4,52.1,23.2
LPS3038,2503002,9/10/2021 17:12,9/10/2021,1712,3,PIED,PIED17,102.8,25.9,32.1,14.4
LPS3038,2503002,9/10/2021 10:35,9/10/2021,1035,3,PIED,PIED22,248.9,25.8,47.2,21.3
LPS3038,2503002,9/10/2021 11:52,9/10/2021,1152,3,PIED,PIED23,293.1,24.7,49.9,22.4
LPS3038,2503002,9/10/2021 11:01,9/10/2021,1101,3,PIED,PIED28,209.7,25.2,44.2,19.6
LPS3038,2503002,9/10/2021 12:08,9/10/2021,1208,3,PIED,PIED30,253.7,25.2,47.4,21.1
LPS3038,2503002,9/10/2021 11:41,9/10/2021,1141,3,PIED,PIED31,149,24.5,38.7,17.4
LPS3038,2503002,9/10/2021 10:41,9/10/2021,1041,3,PIED,PIED32,183.4,25.7,42.1,18.8
LPS3038,2503002,9/10/2021 11:10,9/10/2021,1110,3,PIED,PIED33,227.3,25.2,45.7,20.4
LPS3038,2503002,9/10/2021 10:51,9/10/2021,1051,3,PIED,PIED34,134.6,25.4,36.8,16.5
LPS3038,2503002,9/10/2021 12:02,9/10/2021,1202,3,PIED,PIED35,288.8,24.9,49.4,21.9
LPS3038,2503002,9/10/2021 17:06,9/10/2021,1706,3,PIED,PIED36,309.1,25.7,51.1,23.5
LPS3038,2503002,9/10/2021 10:58,9/10/2021,1058,3,PIED,PIED38,190.4,25.3,42.6,19
LPS3038,2503002,9/10/2021 11:04,9/10/2021,1104,3,PIED,PIED39,99.1,25.2,31.6,14.2
LPS3038,2503002,9/10/2021 11:48,9/10/2021,1148,3,PIED,PIED43,177.9,24.6,41.8,18.9
LPS3038,2503002,9/10/2021 10:38,9/10/2021,1038,3,PIED,PIED46,223.2,25.8,45.4,20.4
LPS3038,2503002,9/10/2021 11:44,9/10/2021,1144,3,PIED,PIED48,339.7,24.6,52,23.2
LPS3038,2503002,9/10/2021 17:16,9/10/2021,1716,3,PIED,PIED49,94.8,26,31.1,14.2
LPS3038,2503002,9/10/2021 17:02,9/10/2021,1702,3,PIPO,PIPO01,244.3,25.6,47.5,21.9
LPS3038,2503002,9/10/2021 12:52,9/10/2021,1252,3,PIPO,PIPO02,110.5,25.4,31.6,12.6
LPS3038,2503002,9/10/2021 13:07,9/10/2021,1307,3,PIPO,PIPO04,282.4,25.4,49,21.7
LPS3038,2503002,9/10/2021 13:02,9/10/2021,1302,3,PIPO,PIPO05,99.6,25.4,31.7,14.3
LPS3038,2503002,9/10/2021 12:27,9/10/2021,1227,3,PIPO,PIPO08,247.4,25.4,47,21
LPS3038,2503002,9/10/2021 13:00,9/10/2021,1300,3,PIPO,PIPO11,79.8,25.3,27.7,12.2
LPS3038,2503002,9/10/2021 12:57,9/10/2021,1257,3,PIPO,PIPO12,141.6,25.3,37.4,16.5
LPS3038,2503002,9/10/2021 17:04,9/10/2021,1704,3,PIPO,PIPO15,74.6,25.7,26.7,11.9
LPS3038,2503002,9/10/2021 13:10,9/10/2021,1310,3,PIPO,PIPO17,158.7,25.4,39.4,17.4
LPS3038,2503002,9/10/2021 16:58,9/10/2021,1658,3,PIPO,PIPO18,158,25.4,39.5,17.7
LPS3038,2503002,9/10/2021 12:31,9/10/2021,1231,3,PIPO,PIPO19,160.7,25.4,39.6,17.4
LPS3038,2503002,9/10/2021 12:38,9/10/2021,1238,3,PIPO,PIPO20,140.5,25.4,37.3,16.5
LPS3038,2503002,9/10/2021 12:34,9/10/2021,1234,3,PIPO,PIPO21,217.1,25.4,45.1,20.3
